,Industry,Job Title,Responsibilities,Skills,base_location,job_level,salary,salary_mid,jd_id,jd_text,edu_req,exp_req,working_hours
0,Retail,Visual Merchandiser,Conduct A/B testing on store planograms to maximize conversion.,"Visual Merchandising, Space Planning, Data Analysis",Shanghai,Junior,9k-11k/月,10.0,JD_0000,"Visual Merchandiser | Retail | Shanghai | Level: Junior | Salary: 9k-11k/月. Conduct A/B testing on store planograms to maximize conversion. Skills: Visual Merchandising, Space Planning, Data Analysis",Bachelor's,0-1年,45-50
69,Manufacturing,Quality Control Spec,Implement Statistical Process Control (SPC) charts for production monitoring.,"SPC, Six Sigma",Wuhan,Senior,20k-25k/月,22.5,JD_0069,"Quality Control Spec | Manufacturing | Wuhan | Level: Senior | Salary: 20k-25k/月. Implement Statistical Process Control (SPC) charts for production monitoring. Skills: SPC, Six Sigma",Master's,3-5年,50-60
70,Telecom,Telco Operations Lead,Ensure compliance with OSHA safety standards for tower work.,"Operations Management, Infrastructure",Suzhou,Manager,22k-26k/月,24.0,JD_0070,"Telco Operations Lead | Telecom | Suzhou | Level: Manager | Salary: 22k-26k/月. Ensure compliance with OSHA safety standards for tower work. Skills: Operations Management, Infrastructure",Bachelor's,5-10年,40-45
71,Energy,Utility Data Scientist,Apply ML to AMI (Advanced Metering Infra) to detect theft.,Time Series Analysis,Guangzhou,Senior,25k-31k/月,28.0,JD_0071,Utility Data Scientist | Energy | Guangzhou | Level: Senior | Salary: 25k-31k/月. Apply ML to AMI (Advanced Metering Infra) to detect theft. Skills: Time Series Analysis,Bachelor's,5-10年,50-60
72,Telecom,Signal Processing Eng,Implement Massive MIMO beamforming algorithms.,"Signal Processing, Information Theory",Wuhan,Senior,14k-18k/月,16.0,JD_0072,"Signal Processing Eng | Telecom | Wuhan | Level: Senior | Salary: 14k-18k/月. Implement Massive MIMO beamforming algorithms. Skills: Signal Processing, Information Theory",Bachelor's,5-10年,50-60
73,Energy,Sustainability Consultant,"Conduct GHG inventories for Scope 1, 2, and 3 emissions.","Carbon Accounting, Sustainability Strategy, ESG Reporting, Consulting",Shanghai,Director,63k-77k/月,70.0,JD_0073,"Sustainability Consultant | Energy | Shanghai | Level: Director | Salary: 63k-77k/月. Conduct GHG inventories for Scope 1, 2, and 3 emissions. Skills: Carbon Accounting, Sustainability Strategy, ESG Reporting, Consulting",Bachelor's,5-10年,50-60
74,Telecom,VoIP Admin,Implement QoS policies to prioritize voice and video traffic.,"SIP/VoIP, Networking (QoS), Wireshark, Linux",Tianjin,Manager,26k-32k/月,29.0,JD_0074,"VoIP Admin | Telecom | Tianjin | Level: Manager | Salary: 26k-32k/月. Implement QoS policies to prioritize voice and video traffic. Skills: SIP/VoIP, Networking (QoS), Wireshark, Linux",Bachelor's,3-5年,45-50
75,Logistics,Warehouse Sys Analyst,Analyze SKU velocity to redesign warehouse slotting and reduce travel time.,"SQL, Process Optimization, EDI, Data Analysis",Wuhan,Mid-level,13k-16k/月,14.5,JD_0075,"Warehouse Sys Analyst | Logistics | Wuhan | Level: Mid-level | Salary: 13k-16k/月. Analyze SKU velocity to redesign warehouse slotting and reduce travel time. Skills: SQL, Process Optimization, EDI, Data Analysis",Bachelor's,1-3年,45-50
76,Healthcare,Patient Privacy Officer,Conduct risk assessments to ensure HIPAA and HITECH compliance across IT systems.,"HIPAA/HITECH, Data Privacy, Compliance Auditing, Risk Management",Hangzhou,Senior,32k-40k/月,36.0,JD_0076,"Patient Privacy Officer | Healthcare | Hangzhou | Level: Senior | Salary: 32k-40k/月. Conduct risk assessments to ensure HIPAA and HITECH compliance across IT systems. Skills: HIPAA/HITECH, Data Privacy, Compliance Auditing, Risk Management",Bachelor's,5-10年,50-60
77,Logistics,Inventory Controller,Optimize slow-moving inventory disposition strategies to free up warehouse space.,Auditing,Shenzhen,Senior,20k-25k/月,22.5,JD_0077,Inventory Controller | Logistics | Shenzhen | Level: Senior | Salary: 20k-25k/月. Optimize slow-moving inventory disposition strategies to free up warehouse space. Skills: Auditing,Master's,3-5年,45-50
78,Logistics,Last-Mile Delivery Spec,Analyze proof-of-delivery (POD) metrics to reduce failed attempts and theft.,Vendor Management,Nanjing,Senior,22k-26k/月,24.0,JD_0078,Last-Mile Delivery Spec | Logistics | Nanjing | Level: Senior | Salary: 22k-26k/月. Analyze proof-of-delivery (POD) metrics to reduce failed attempts and theft. Skills: Vendor Management,Master's,5-10年,50-60
79,Gaming,UI/UX Game Designer,Conduct eye-tracking studies to evaluate cognitive load during gameplay.,"Wireframing, Figma, Adobe Suite",Tianjin,Mid-level,17k-21k/月,19.0,JD_0079,"UI/UX Game Designer | Gaming | Tianjin | Level: Mid-level | Salary: 17k-21k/月. Conduct eye-tracking studies to evaluate cognitive load during gameplay. Skills: Wireframing, Figma, Adobe Suite",Bachelor's,3-5年,45-50
80,Retail,Store Planner,Analyze regional sales trends to inform macro-allocations.,Retail Math,Changsha,Mid-level,9k-11k/月,10.0,JD_0080,Store Planner | Retail | Changsha | Level: Mid-level | Salary: 9k-11k/月. Analyze regional sales trends to inform macro-allocations. Skills: Retail Math,Bachelor's,5-10年,40-45
81,Gaming,Server Infra Eng,Architect scalable matchmaking systems based on player MMR.,"Cloud Architecture (AWS), Go",Wuhan,Manager,39k-47k/月,43.0,JD_0081,"Server Infra Eng | Gaming | Wuhan | Level: Manager | Salary: 39k-47k/月. Architect scalable matchmaking systems based on player MMR. Skills: Cloud Architecture (AWS), Go",Bachelor's,5-10年,>60
82,Energy,Smart Grid Engineer,Integrate distributed energy resources into legacy networks.,"Power Systems Engineering, Control Systems, MATLAB/Simulink, SCADA",Guangzhou,Director,55k-67k/月,61.0,JD_0082,"Smart Grid Engineer | Energy | Guangzhou | Level: Director | Salary: 55k-67k/月. Integrate distributed energy resources into legacy networks. Skills: Power Systems Engineering, Control Systems, MATLAB/Simulink, SCADA",Master's,1-3年,45-50
83,Energy,Grid Stability Researcher,Develop control strategies for maintaining grid inertia.,"Power System Dynamics, MATLAB",Suzhou,Manager,31k-38k/月,34.5,JD_0083,"Grid Stability Researcher | Energy | Suzhou | Level: Manager | Salary: 31k-38k/月. Develop control strategies for maintaining grid inertia. Skills: Power System Dynamics, MATLAB",Master's,5-10年,50-60
84,Telecom,Telco Cyber Specialist,Conduct vulnerability assessments on CPE and IoT devices.,"Signaling Security, Wireshark, DDoS Mitigation",Xi'an,VP,31k-38k/月,34.5,JD_0084,"Telco Cyber Specialist | Telecom | Xi'an | Level: VP | Salary: 31k-38k/月. Conduct vulnerability assessments on CPE and IoT devices. Skills: Signaling Security, Wireshark, DDoS Mitigation",Master's,10年以上,50-60
85,FinTech,Credit Scorer,Build alternative credit scoring models using non-traditional data sources like utility bills.,"Credit Risk Modeling, Logistic Regression, Python, SQL",Tianjin,Lead,35k-43k/月,39.0,JD_0085,"Credit Scorer | FinTech | Tianjin | Level: Lead | Salary: 35k-43k/月. Build alternative credit scoring models using non-traditional data sources like utility bills. Skills: Credit Risk Modeling, Logistic Regression, Python, SQL",Bachelor's,1-3年,45-50
86,Retail,Store Planner,Determine stock allocations for new store openings.,"Inventory Planning, Retail Math, ERP Systems",Shanghai,Lead,25k-31k/月,28.0,JD_0086,"Store Planner | Retail | Shanghai | Level: Lead | Salary: 25k-31k/月. Determine stock allocations for new store openings. Skills: Inventory Planning, Retail Math, ERP Systems",Bachelor's,10年以上,50-60
87,Media,Social Strategist,Analyze the Earned Media Value (EMV) of influencer partnerships.,"Social Media Analytics, Marketing, Data Analysis",Hangzhou,Lead,24k-29k/月,26.5,JD_0087,"Social Strategist | Media | Hangzhou | Level: Lead | Salary: 24k-29k/月. Analyze the Earned Media Value (EMV) of influencer partnerships. Skills: Social Media Analytics, Marketing, Data Analysis",Ph.D.,10年以上,>60
88,Energy,Power Plant Manager,Optimize plant heat rate for maximum thermal efficiency.,"Plant Operations, Operations Management, Troubleshooting",Chongqing,Senior,19k-23k/月,21.0,JD_0088,"Power Plant Manager | Energy | Chongqing | Level: Senior | Salary: 19k-23k/月. Optimize plant heat rate for maximum thermal efficiency. Skills: Plant Operations, Operations Management, Troubleshooting",Bachelor's,5-10年,45-50
89,Media,AdTech Systems Arch,Optimize ad delivery for maximum fill rate and minimum latency.,"System Architecture, High Throughput",Suzhou,Senior,14k-17k/月,15.5,JD_0089,"AdTech Systems Arch | Media | Suzhou | Level: Senior | Salary: 14k-17k/月. Optimize ad delivery for maximum fill rate and minimum latency. Skills: System Architecture, High Throughput",Bachelor's,3-5年,40-45
90,Real Estate,Urban Planner (Tech),Utilize GIS for spatial analysis of new development sites.,"GIS (ArcGIS), AutoCAD",Wuhan,Mid-level,14k-17k/月,15.5,JD_0090,"Urban Planner (Tech) | Real Estate | Wuhan | Level: Mid-level | Salary: 14k-17k/月. Utilize GIS for spatial analysis of new development sites. Skills: GIS (ArcGIS), AutoCAD",Master's,3-5年,40-45
91,FinTech,Payments Architect,Implement tokenization and P2PE to ensure PCI-DSS compliance across the transaction lifecycle.,"System Architecture, Payment Gateways, Microservices, Java",Suzhou,Senior,45k-55k/月,50.0,JD_0091,"Payments Architect | FinTech | Suzhou | Level: Senior | Salary: 45k-55k/月. Implement tokenization and P2PE to ensure PCI-DSS compliance across the transaction lifecycle. Skills: System Architecture, Payment Gateways, Microservices, Java",Bachelor's,3-5年,45-50
92,Logistics,Supply Chain Security,Deploy IoT smart locks and geo-fencing to monitor freight integrity in real-time.,"Supply Chain Management, Physical Security, IoT Security",Suzhou,Mid-level,17k-20k/月,18.5,JD_0092,"Supply Chain Security | Logistics | Suzhou | Level: Mid-level | Salary: 17k-20k/月. Deploy IoT smart locks and geo-fencing to monitor freight integrity in real-time. Skills: Supply Chain Management, Physical Security, IoT Security",Bachelor's,1-3年,45-50
93,Retail,Loss Prevention Spec,Implement RFID technologies to track and reduce shrinkage.,"Loss Prevention, Physical Security",Chengdu,Mid-level,14k-17k/月,15.5,JD_0093,"Loss Prevention Spec | Retail | Chengdu | Level: Mid-level | Salary: 14k-17k/月. Implement RFID technologies to track and reduce shrinkage. Skills: Loss Prevention, Physical Security",Bachelor's,10年以上,45-50
94,Media,AdTech Systems Arch,Integrate with DSPs and SSPs using the OpenRTB protocol.,"AdTech (OpenRTB), System Architecture, High Throughput",Zhengzhou,Senior,12k-15k/月,13.5,JD_0094,"AdTech Systems Arch | Media | Zhengzhou | Level: Senior | Salary: 12k-15k/月. Integrate with DSPs and SSPs using the OpenRTB protocol. Skills: AdTech (OpenRTB), System Architecture, High Throughput",Bachelor's,10年以上,50-60
95,Telecom,Signal Processing Eng,Implement Massive MIMO beamforming algorithms.,"Signal Processing, Information Theory, MATLAB, DSP",Hangzhou,Senior,21k-26k/月,23.5,JD_0095,"Signal Processing Eng | Telecom | Hangzhou | Level: Senior | Salary: 21k-26k/月. Implement Massive MIMO beamforming algorithms. Skills: Signal Processing, Information Theory, MATLAB, DSP",Master's,3-5年,50-60
96,Gaming,Monetization Analyst,Design models to identify high-value players and predict LTV.,"A/B Testing, Monetization Strategy, SQL",Shenzhen,Mid-level,20k-24k/月,22.0,JD_0096,"Monetization Analyst | Gaming | Shenzhen | Level: Mid-level | Salary: 20k-24k/月. Design models to identify high-value players and predict LTV. Skills: A/B Testing, Monetization Strategy, SQL",Bachelor's,3-5年,45-50
97,Media,Content Rec Scientist,Build deep learning models to personalize content discovery.,"Recommendation Systems, Deep Learning, Python, PyTorch",Tianjin,Lead,20k-25k/月,22.5,JD_0097,"Content Rec Scientist | Media | Tianjin | Level: Lead | Salary: 20k-25k/月. Build deep learning models to personalize content discovery. Skills: Recommendation Systems, Deep Learning, Python, PyTorch",High School,10年以上,50-60
98,Education Technology,Learning Scientist,Design experimental studies to measure the impact of spaced repetition on retention.,"Cognitive Science, Educational Data Mining, R, Experimental Design",Xi'an,Manager,27k-33k/月,30.0,JD_0098,"Learning Scientist | Education Technology | Xi'an | Level: Manager | Salary: 27k-33k/月. Design experimental studies to measure the impact of spaced repetition on retention. Skills: Cognitive Science, Educational Data Mining, R, Experimental Design",Bachelor's,5-10年,50-60
99,Manufacturing,Quality Control Spec,Develop computer vision systems to detect surface defects on manufactured parts.,"SPC, Six Sigma, Minitab",Shanghai,Junior,10k-12k/月,11.0,JD_0099,"Quality Control Spec | Manufacturing | Shanghai | Level: Junior | Salary: 10k-12k/月. Develop computer vision systems to detect surface defects on manufactured parts. Skills: SPC, Six Sigma, Minitab",Bachelor's,3-5年,45-50
100,Telecom,Telco Cyber Specialist,Conduct vulnerability assessments on CPE and IoT devices.,"Signaling Security, Network Security, Wireshark, DDoS Mitigation, Penetration Testing",Suzhou,Intern,5k-6k/月,5.5,JD_0100,"Telco Cyber Specialist | Telecom | Suzhou | Level: Intern | Salary: 5k-6k/月. Conduct vulnerability assessments on CPE and IoT devices. Skills: Signaling Security, Network Security, Wireshark, DDoS Mitigation, Penetration Testing",Bachelor's,0年,<40
101,Healthcare,Medical Imaging Researcher,Apply generative adversarial networks (GANs) for synthetic medical image augmentation.,"Computer Vision, Medical Imaging (DICOM), Deep Learning, Python",Guangzhou,Mid-level,25k-30k/月,27.5,JD_0101,"Medical Imaging Researcher | Healthcare | Guangzhou | Level: Mid-level | Salary: 25k-30k/月. Apply generative adversarial networks (GANs) for synthetic medical image augmentation. Skills: Computer Vision, Medical Imaging (DICOM), Deep Learning, Python",Master's,1-3年,45-50
102,Gaming,Gameplay Programmer,Optimize game loop logic to maintain stable 60 FPS on consoles.,"C++, Unity, C#",Suzhou,Lead,31k-38k/月,34.5,JD_0102,"Gameplay Programmer | Gaming | Suzhou | Level: Lead | Salary: 31k-38k/月. Optimize game loop logic to maintain stable 60 FPS on consoles. Skills: C++, Unity, C#",Bachelor's,5-10年,45-50
103,Healthcare,Medical Imaging Researcher,Apply generative adversarial networks (GANs) for synthetic medical image augmentation.,"Computer Vision, Medical Imaging (DICOM), PyTorch",Beijing,Manager,36k-45k/月,40.5,JD_0103,"Medical Imaging Researcher | Healthcare | Beijing | Level: Manager | Salary: 36k-45k/月. Apply generative adversarial networks (GANs) for synthetic medical image augmentation. Skills: Computer Vision, Medical Imaging (DICOM), PyTorch",Master's,1-3年,>60
104,FinTech,Fraud Analyst,Tune rule-based fraud detection engines to balance false positive rates with fraud capture.,"Fraud Detection, Python",Suzhou,Junior,19k-23k/月,21.0,JD_0104,"Fraud Analyst | FinTech | Suzhou | Level: Junior | Salary: 19k-23k/月. Tune rule-based fraud detection engines to balance false positive rates with fraud capture. Skills: Fraud Detection, Python",Bachelor's,3-5年,40-45
105,FinTech,Risk Manager,Design liquidity stress testing frameworks compliant with Basel III regulatory standards.,"Financial Risk Management, Basel III, Stress Testing",Suzhou,Lead,35k-43k/月,39.0,JD_0105,"Risk Manager | FinTech | Suzhou | Level: Lead | Salary: 35k-43k/月. Design liquidity stress testing frameworks compliant with Basel III regulatory standards. Skills: Financial Risk Management, Basel III, Stress Testing",Bachelor's,5-10年,50-60
106,Energy,Smart Grid Engineer,Integrate distributed energy resources into legacy networks.,"Power Systems Engineering, Control Systems, MATLAB/Simulink",Chongqing,Junior,10k-12k/月,11.0,JD_0106,"Smart Grid Engineer | Energy | Chongqing | Level: Junior | Salary: 10k-12k/月. Integrate distributed energy resources into legacy networks. Skills: Power Systems Engineering, Control Systems, MATLAB/Simulink",Bachelor's,1-3年,45-50
107,E-Commerce,Customer Journey Mapper,Synthesize qualitative interviews and clickstream data to build customer journey maps.,"Figma, Qualitative Research",Tianjin,Senior,20k-24k/月,22.0,JD_0107,"Customer Journey Mapper | E-Commerce | Tianjin | Level: Senior | Salary: 20k-24k/月. Synthesize qualitative interviews and clickstream data to build customer journey maps. Skills: Figma, Qualitative Research",Bachelor's,1-3年,45-50
